istaigos_kodas;gydytojo_ID;laisvos_registracijos;iraso_sukurimo_data
300520299;10000002;2022-09-13 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-13 15:30;2022-09-02 03:00:00
300520299;10000002;2022-09-13 15:45;2022-09-02 03:00:00
300520299;10000002;2022-09-13 16:00;2022-09-02 03:00:00
300520299;10000002;2022-09-13 16:45;2022-09-02 03:00:00
300520299;10000002;2022-09-13 18:15;2022-09-02 03:00:00
300520299;10000002;2022-09-13 18:30;2022-09-02 03:00:00
300520299;10000002;2022-09-13 18:45;2022-09-02 03:00:00
300520299;10000002;2022-09-13 19:00;2022-09-02 03:00:00
300520299;10000002;2022-09-13 19:15;2022-09-02 03:00:00
300520299;10000002;2022-09-15 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-15 15:30;2022-09-02 03:00:00
300520299;10000002;2022-09-15 15:45;2022-09-02 03:00:00
300520299;10000002;2022-09-15 16:00;2022-09-02 03:00:00
300520299;10000002;2022-09-15 16:30;2022-09-02 03:00:00
300520299;10000002;2022-09-15 17:00;2022-09-02 03:00:00
300520299;10000002;2022-09-15 17:15;2022-09-02 03:00:00
300520299;10000002;2022-09-15 18:00;2022-09-02 03:00:00
300520299;10000002;2022-09-15 18:15;2022-09-02 03:00:00
300520299;10000002;2022-09-15 18:30;2022-09-02 03:00:00
300520299;10000002;2022-09-15 18:45;2022-09-02 03:00:00
300520299;10000002;2022-09-15 19:00;2022-09-02 03:00:00
300520299;10000002;2022-09-15 19:15;2022-09-02 03:00:00
300520299;10000002;2022-09-20 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-20 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-20 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-20 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-20 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-20 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-20 15:30;2022-09-02 03:00:00
300520299;10000002;2022-09-20 15:45;2022-09-02 03:00:00
300520299;10000002;2022-09-20 16:00;2022-09-02 03:00:00
300520299;10000002;2022-09-20 16:15;2022-09-02 03:00:00
300520299;10000002;2022-09-20 16:30;2022-09-02 03:00:00
300520299;10000002;2022-09-20 16:45;2022-09-02 03:00:00
300520299;10000002;2022-09-20 17:15;2022-09-02 03:00:00
300520299;10000002;2022-09-20 18:00;2022-09-02 03:00:00
300520299;10000002;2022-09-20 18:15;2022-09-02 03:00:00
300520299;10000002;2022-09-20 18:30;2022-09-02 03:00:00
300520299;10000002;2022-09-20 18:45;2022-09-02 03:00:00
300520299;10000002;2022-09-20 19:00;2022-09-02 03:00:00
300520299;10000002;2022-09-20 19:30;2022-09-02 03:00:00
300520299;10000002;2022-09-20 19:45;2022-09-02 03:00:00
300520299;10000002;2022-09-22 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-22 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-22 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-22 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-22 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-22 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-22 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-22 15:30;2022-09-02 03:00:00
300520299;10000002;2022-09-22 15:45;2022-09-02 03:00:00
300520299;10000002;2022-09-22 16:00;2022-09-02 03:00:00
300520299;10000002;2022-09-22 16:30;2022-09-02 03:00:00
300520299;10000002;2022-09-22 16:45;2022-09-02 03:00:00
300520299;10000002;2022-09-22 17:00;2022-09-02 03:00:00
300520299;10000002;2022-09-22 17:15;2022-09-02 03:00:00
300520299;10000002;2022-09-22 18:00;2022-09-02 03:00:00
300520299;10000002;2022-09-22 18:15;2022-09-02 03:00:00
300520299;10000002;2022-09-22 18:30;2022-09-02 03:00:00
300520299;10000002;2022-09-22 18:45;2022-09-02 03:00:00
300520299;10000002;2022-09-22 19:00;2022-09-02 03:00:00
300520299;10000002;2022-09-22 19:15;2022-09-02 03:00:00
300520299;10000002;2022-09-22 19:30;2022-09-02 03:00:00
300520299;10000002;2022-09-22 19:45;2022-09-02 03:00:00
300520299;10000002;2022-09-27 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-27 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-27 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-27 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-27 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-27 15:30;2022-09-02 03:00:00
300520299;10000002;2022-09-27 15:45;2022-09-02 03:00:00
300520299;10000002;2022-09-27 16:00;2022-09-02 03:00:00
300520299;10000002;2022-09-27 16:15;2022-09-02 03:00:00
300520299;10000002;2022-09-27 16:30;2022-09-02 03:00:00
300520299;10000002;2022-09-27 16:45;2022-09-02 03:00:00
300520299;10000002;2022-09-27 17:00;2022-09-02 03:00:00
300520299;10000002;2022-09-27 17:15;2022-09-02 03:00:00
300520299;10000002;2022-09-27 18:00;2022-09-02 03:00:00
300520299;10000002;2022-09-27 18:15;2022-09-02 03:00:00
300520299;10000002;2022-09-27 18:30;2022-09-02 03:00:00
300520299;10000002;2022-09-27 18:45;2022-09-02 03:00:00
300520299;10000002;2022-09-27 19:15;2022-09-02 03:00:00
300520299;10000002;2022-09-27 19:30;2022-09-02 03:00:00
300520299;10000002;2022-09-29 12:00;2022-09-02 03:00:00
300520299;10000002;2022-09-29 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-29 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-29 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-29 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-29 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-29 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-29 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-29 15:30;2022-09-02 03:00:00
300520299;10000002;2022-09-29 15:45;2022-09-02 03:00:00
300520299;10000002;2022-09-29 16:00;2022-09-02 03:00:00
300520299;10000002;2022-09-29 16:15;2022-09-02 03:00:00
300520299;10000002;2022-09-29 16:30;2022-09-02 03:00:00
300520299;10000002;2022-09-29 16:45;2022-09-02 03:00:00
300520299;10000002;2022-09-29 17:00;2022-09-02 03:00:00
300520299;10000002;2022-09-29 17:15;2022-09-02 03:00:00
300520299;10000002;2022-09-29 18:00;2022-09-02 03:00:00
300520299;10000002;2022-09-29 18:15;2022-09-02 03:00:00
300520299;10000002;2022-09-29 18:30;2022-09-02 03:00:00
300520299;10000002;2022-09-29 18:45;2022-09-02 03:00:00
300520299;10000002;2022-09-29 19:00;2022-09-02 03:00:00
300520299;10000002;2022-09-29 19:15;2022-09-02 03:00:00
300520299;10000002;2022-09-29 19:30;2022-09-02 03:00:00
300520299;10000002;2022-09-29 19:45;2022-09-02 03:00:00
300520299;10000002;2022-09-30 12:00;2022-09-02 03:00:00
300520299;10000002;2022-09-30 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-30 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-30 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-30 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-30 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-30 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-30 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-30 15:30;2022-09-02 03:00:00
300520299;10000002;2022-09-30 15:45;2022-09-02 03:00:00
300520299;10000002;2022-09-30 16:00;2022-09-02 03:00:00
300520299;10000002;2022-09-30 16:15;2022-09-02 03:00:00
300520299;10000002;2022-09-30 16:30;2022-09-02 03:00:00
300520299;10000002;2022-09-30 16:45;2022-09-02 03:00:00
300520299;10000002;2022-09-30 17:00;2022-09-02 03:00:00
300520299;10000002;2022-09-30 17:15;2022-09-02 03:00:00
300520299;10000002;2022-09-30 18:00;2022-09-02 03:00:00
300520299;10000002;2022-09-30 18:15;2022-09-02 03:00:00
300520299;10000002;2022-09-30 18:30;2022-09-02 03:00:00
300520299;10000002;2022-09-30 18:45;2022-09-02 03:00:00
300520299;10000002;2022-09-30 19:00;2022-09-02 03:00:00
300520299;10000002;2022-09-30 19:15;2022-09-02 03:00:00
300520299;10000002;2022-09-30 19:30;2022-09-02 03:00:00
300520299;10000002;2022-09-30 19:45;2022-09-02 03:00:00
300520299;10000002;2022-09-07 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-07 14:00;2022-09-02 03:00:00
300520299;10000002;2022-09-09 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-09 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-12 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-12 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-14 09:15;2022-09-02 03:00:00
300520299;10000002;2022-09-14 10:45;2022-09-02 03:00:00
300520299;10000002;2022-09-14 11:45;2022-09-02 03:00:00
300520299;10000002;2022-09-14 12:00;2022-09-02 03:00:00
300520299;10000002;2022-09-14 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-14 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-14 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-14 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-14 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-14 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-14 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-14 14:00;2022-09-02 03:00:00
300520299;10000002;2022-09-14 11:00;2022-09-02 03:00:00
300520299;10000002;2022-09-14 11:15;2022-09-02 03:00:00
300520299;10000002;2022-09-16 10:45;2022-09-02 03:00:00
300520299;10000002;2022-09-16 11:30;2022-09-02 03:00:00
300520299;10000002;2022-09-16 11:45;2022-09-02 03:00:00
300520299;10000002;2022-09-16 12:00;2022-09-02 03:00:00
300520299;10000002;2022-09-16 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-16 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-16 12:45;2022-09-02 03:00:00
